,Mast Cells,Neutrophil Cells,Eosinophil Cells,B Cells Memory,B Cells Naive,Plasma Cells,T Cells CD8 Actived,T Cells CD8 Naive,T Cells CD8 Memory,M0 Macrophage,M1 Macrophage,M2 Macrophage,Treg Cells,T Cells CD4 Memory,T Cells CD4 Naive,T Cells CD4 Follicular,Th1 Cells,Th17 Cells,Th2 Cells,Monocyte,GammaDelta T Cells,NK Resting,NK.Actived,DC Actived,DC Immature
Ccr8,14.6246721377,20.9776636574,19.4639946387,16.6478740077,20.6534083812,19.6140194351,19.8134029032,18.6202755896,19.3263185018,17.7142072973,23.0362476796,18.5052726245,384.6600579777,37.1638642545,21.9637347863,50.4590654302,32.1694471146,89.0479623244,518.3579330901,20.2141844758,23.6149074621,31.5703531239,31.1134614159,30.2703301351,23.4749898954
2010109A12Rik,24.5708085801,20.9749640511,31.497614333,18.3055021593,28.8236883052,46.0921864596,20.5603709101,32.7005408966,35.1125045208,17.6413730119,16.6383580421,16.4125376909,24.2101305753,18.9588643499,30.9155456588,27.6607383149,19.1670812335,55.1481325864,34.6335027684,15.8890226349,16.1033030542,24.443203034,21.6645913578,15.9012300616,16.5941345166
Fam167a,21.4612500669,20.9525091904,24.5998049895,168.789293599,206.1959237386,22.5230361411,19.3474375111,17.4183802342,19.3583199975,17.1747176611,18.5117154239,20.4587511471,22.1001411374,24.0954968115,20.1438093507,24.8985275653,18.5601919292,18.0535811241,19.9195894013,19.4013262518,21.8252896628,18.5387186299,16.865259319,22.681120657,23.1523245165
4930428O21Rik,22.6224781701,20.7919781836,20.9098168854,20.0640082691,22.5972006338,117.7280530048,25.7123554913,19.3554023833,18.8468713707,20.8973870375,20.4522810591,21.4372318118,21.0362995267,25.5770687087,23.5265392373,28.3109633779,22.1764581414,21.7656627637,25.3436037352,20.6267557568,20.8324422207,25.441955214,22.8105389637,20.744827988,19.5448837396
Cd2,14.3272485826,20.5573485392,16.4374722332,546.9031751102,998.3304362385,66.191797651,1503.3241129178,3242.6764905942,3678.559406358,18.9046368841,19.8302067077,19.3137474433,5204.0502532069,2179.0281698989,3785.3789025693,5079.669621652,1084.6416094982,5073.4833674553,2924.0908080954,30.1159478846,18.9727622177,2814.1935225955,1324.5495426686,12.7839887894,15.7984172265
Ccr4,20.8730649318,20.183051401,18.5567385596,21.267318766,18.377945322,21.233844644,28.8109058755,19.90104013,19.9460637494,16.5609954955,18.8453004922,19.5031066675,92.8718644461,36.9600501165,24.1227257552,78.9271639342,77.1541916196,102.9065427595,65.4276402934,22.2771321018,23.3538856722,24.4794515736,23.0025977273,29.5172811834,25.3233790762
Cdkn2a,454.7691348488,20.0368377717,1136.0060056582,18.1574346902,25.4736288341,24.8732921567,43.7465388618,21.8191124236,21.5976983074,27.7471318772,26.8979111534,27.8969070196,21.775262467,25.47346176,20.8373028611,44.2758357443,61.5440568313,27.59471262,61.3049320872,22.4585953448,26.582146708,21.486923869,21.3239300415,23.593035062,21.6939639948
Ampd1,23.9263967444,19.9822281298,16.9088722631,24.4838429497,27.933676515,38.4477933952,17.8847764298,178.7697393036,32.7275606457,17.372883552,21.1684032777,17.9867688976,35.4090439343,22.4734925277,212.4604694027,22.7490524145,21.1290558425,21.4321923875,24.8768470471,17.6031069037,22.7008833667,23.818907208,23.1236612635,25.1779862795,23.8211872116
Plau,179.2260666947,19.9721031069,41.9225629065,17.9856696244,16.8050317123,18.7270929192,16.7369085156,17.1616279611,16.3789445571,182.0940383894,64.5270420283,187.7891472424,25.544382581,19.0271739676,18.9772750304,18.6254005756,18.8638380443,18.2020514024,18.5505569468,19.4874916654,19.9244252338,17.5239162372,21.2850028566,29.5461147661,29.6248721438
Itk,202.2754273257,19.95902815,18.5722660023,17.2646389169,19.1759287351,15.6423366332,673.3744202394,168.7668814946,136.2332659241,15.2719686394,15.9711807477,15.8371681071,118.0006149006,30.1817394336,172.7365157964,113.1832970223,416.8316366653,216.4005382144,331.4298184058,15.4355347088,19.2036535643,19.5965334724,27.0602037793,14.0666683285,13.9517291876
Cd247,20.5777872012,19.9249644072,19.8015390569,20.7408082978,23.7096950142,19.0183523266,153.4321252339,257.2113263426,252.158088487,20.6036566137,20.8993201854,20.2848830149,183.6980220484,55.0867605836,423.6787045024,277.308311218,55.0157616234,356.0691275412,127.4873089095,19.5567329422,37.572207136,47.105624962,37.9452971524,21.4436429361,20.1235719421
Gimap7,18.1697733618,19.8140789879,14.9380405917,2588.6156137337,1358.8403279494,241.1753897548,943.3674822415,1282.375502183,1799.075361062,14.8970295629,14.9480961703,17.1892478068,572.9456963877,1661.1764702452,1099.2724780495,2421.1328691311,247.1163543012,1560.0781823009,793.7353047415,18.6664163037,6603.7317249344,978.7770150543,574.5409420587,19.1288892153,18.9865801483
Reg3b,18.7881344273,19.7326731535,18.681580912,20.8758302673,19.6938803209,18.3804063727,24.7667912071,21.5887237694,20.3083359425,20.6382812725,17.7222774215,22.1007399479,20.7224130027,18.6024011819,20.3357367085,21.3699236133,19.5468200157,19.632615479,19.1674263699,21.234371195,397.3426683045,18.1405606171,18.1975015867,25.3334196661,22.2911120454
Themis,23.1660137259,19.6984186808,18.3924416886,21.1456543442,21.9867582101,19.8241917359,287.6429318331,182.7957693733,190.2910518371,22.0108343444,22.1360454434,22.8919758769,63.5315202631,76.3453563191,150.4550322205,141.2678366141,270.8873581196,691.4098728947,419.7862436007,20.2781385455,58.8725986617,24.5062467297,20.3669058635,18.7321043601,19.3169609696
Gm11110,115.3427575508,19.5732585209,62.6329420326,87.2026705749,47.5297528016,25.8895290705,78.7688013541,68.8703881834,83.7806180097,24.883485147,99.8128775862,20.7770831852,138.262872578,102.827848958,119.6476985847,182.4874324425,50.5313542824,354.334868175,246.1387696198,30.4045397997,79.4127666055,53.1607356126,103.8666057074,86.5477607374,88.0092373288
Mcoln3,21.2163733105,19.4243630246,21.8000205554,22.932334212,26.6165181861,27.8930362336,24.6952180276,51.0554819906,35.1528061512,126.4223313939,20.1719203169,103.9317421186,49.6966944238,22.7096548573,53.4866890435,41.534787541,17.7327113333,23.1576375498,18.7104540327,17.7058605942,51.6862369367,21.7089659466,19.7494396365,24.8652708178,28.6751794687
Ncr1,25.0266911799,19.3839085537,17.5216164869,17.296352211,16.9669971177,18.030000859,17.7478240459,19.83158671,21.5540108252,16.578103175,16.433537343,17.5848494295,21.9545079116,17.5522284136,16.2742430899,18.2193505741,14.0833202349,16.2399656154,16.6305930633,18.9231338384,17.2014034776,846.8710132474,689.4940219489,16.1336642038,15.7515177517
Mx1,23.1531883363,19.2901987524,20.0597759152,81.915847513,90.9961309742,54.5149884902,68.2451384107,81.2529717827,342.0666436032,149.1482337545,5707.6752824331,47.4546440237,49.2702163448,134.3453364473,42.992324041,149.5306937055,39.9059168307,32.5733388401,93.7372470071,596.4971199491,17.7035234622,51.2139799395,30.3030277213,4189.4823893017,674.8884489827
Cacna1s,22.9274038799,19.2523112619,19.6466727863,55.5455692266,16.189194306,339.5165174761,53.9370014626,27.8545796797,25.5589940156,18.7571751178,20.3627342376,20.1168226812,33.5698591114,21.9690976259,19.4290226181,108.6878661883,56.5674899387,40.5574571689,21.9182558325,19.8060604537,17.6239367561,24.1347338909,20.4203099272,20.7320284356,20.172505112
Cd27,16.3393035537,19.2379602704,15.3361959767,13.8829027485,16.3254371472,14.6103065524,424.0322372189,1208.23335397,1665.9339387,16.4746040765,17.2137997801,16.0493410082,559.9884459184,796.3116117031,1222.8091490073,1567.6979582808,214.3758050639,389.460555933,202.609260703,12.8676748203,434.8609552594,184.9940804097,110.127118019,12.4382603597,13.2066612088
Mylk3,76.7155624409,19.1986937014,369.2644875273,22.8019870592,25.5797151114,20.1876388895,14.9521107384,16.6255118341,17.4911253438,19.1210124855,21.7527067507,18.3678904714,18.9791561285,18.0899837664,16.4232652699,16.9043965247,16.689249853,16.2665396851,16.9764075141,19.0277587594,16.8912411864,16.5021448878,17.4292826344,20.388471419,20.2417104195
Tbx21,14.3605394488,19.1121126601,16.5839414351,59.640983683,67.4070037048,21.6335143754,1142.6077547963,154.0105421766,2456.1945037677,15.114893274,15.8596167184,15.2308076882,149.8765022834,585.3691041268,70.3650463992,326.4117522449,1185.367317616,20.1514346742,17.1545147078,13.3072575453,786.7941084902,2215.33841358,1006.7376885385,15.6235251359,16.3019220824
Ccr9,16.1305764442,19.0129924878,61.1392498313,17.1144885344,19.9404534085,22.5562469356,17.7667318876,487.5267676015,28.7547418171,17.8268984612,18.7824253234,18.029567345,41.0523350438,26.2111777333,49.1897803485,38.3795537682,17.7622630614,16.1982362807,15.285761037,19.5503173384,558.1935979995,16.9957159928,15.7917690111,20.1206643496,24.0144353771
Ms4a2,3228.4045841674,18.9597992074,559.3628122341,34.7234446323,23.8133407634,19.4592396246,14.9786291335,14.470561872,14.1514873984,14.203880103,16.5650165946,15.0061952473,15.3845626526,15.5452251839,14.7397812492,15.46338222,14.8847831366,15.4463241281,15.3961164504,16.9659784144,15.7070916946,15.4535520272,15.1881291496,17.4627934599,17.4750853953
Crtam,60.5033761693,18.856332302,20.6629112361,28.02006081,27.0224049128,18.8825130646,2172.2076074871,684.0664962587,970.3910966031,24.2474574553,26.8059455018,22.2874318576,54.550788871,105.6799420537,136.0199062048,97.9548822997,819.3636368561,37.7841370998,24.5736544302,24.1034590883,994.8884666184,612.9723806963,629.5304035005,20.382320984,17.4200088203
Ctla4,25.5129591453,18.8533785092,19.7809781983,21.5349946435,27.5206510154,78.9964581943,579.1080040866,70.4810440752,51.8173201449,20.2537443494,27.8111741562,22.5805463761,1622.9510775325,1188.5208469551,113.8053144032,2825.0837387867,1075.6777550695,4313.8761742545,387.6068573918,21.0525025941,43.6135431419,30.2428085683,25.2064603202,21.2690805181,20.5860187437
Mmp13,11.6040063099,18.8513414891,494.7452414019,13.2170445541,11.7045223804,12.8456637281,10.6821002364,10.7785096424,10.7801765645,226.2100163176,1370.8294105525,557.8281916992,10.6780820893,9.68843861,10.7040859445,11.0923455529,9.2755095177,14.7495814271,22.0945742883,8.2624531551,10.2682624113,10.7344651553,10.3789913111,3681.2752705315,715.2923839867
Trav12-3,24.9236382979,18.785844697,21.4668575593,21.148635966,15.9040098637,17.3025981187,34.369630703,63.5062264258,46.5400914945,18.8957638269,20.7232191241,21.1483740944,43.2879431771,16.0419994849,142.9097891509,168.7517621079,32.5742356803,179.4505647175,142.3567061141,21.1157514346,20.0993314107,24.3651026375,27.3907597454,17.4692444492,18.0454725218
Fasl,19.5198886216,18.7072642996,14.9771656531,15.015672117,16.0293463463,17.8432483308,782.8229873547,31.0827356205,358.8382015385,14.505012053,16.7185463962,14.8579286232,71.9219442451,81.0070503131,87.36352916,58.1261949128,330.5771373041,30.6497872823,38.1804700931,15.8630264153,2561.1797429227,675.8934453296,885.984809072,16.2874998542,16.8592308009
Tph1,11616.5980636212,18.656344653,18.9891930225,17.6790016688,14.2010161633,19.6631537564,18.1978918811,20.3480679569,20.7405351729,15.4649131511,19.6120946174,18.1570124777,24.1453881776,21.5953667906,22.376973865,17.4981834111,29.0198003015,19.9446419717,23.5942565717,24.1020464568,26.7955442489,20.2883452994,22.3230119571,21.6572206808,20.6420677534
Bex6,13.263637134,18.5787611002,24.4231282529,11.6179479871,10.1940151714,10.874607733,10.7701783643,11.1691996982,11.6136304845,12.7094482066,11.3590930457,15.0903539831,10.3851959811,10.580150391,10.8095796884,9.9891546764,10.758796544,11.2670601644,9.9672532612,186.9919352711,10.1147575651,12.6192887976,10.4121644193,14.0827688243,19.4106310032
Reg1,24.2132332099,18.5728311566,19.3167108319,20.6871089382,21.9041421994,19.9414699897,16.731777403,21.5034923333,17.6272320323,20.6671801107,22.7718842316,20.0150078624,20.7082992724,24.3492717685,20.0555327561,19.1420294033,21.8686183512,21.2585915757,21.7619133821,22.9184776863,708.1285183106,20.4260969502,17.0568645844,21.6194301105,23.75118717
Spef2,17.9922866665,18.5462592019,19.1080480741,19.4575484236,16.0773403974,21.0097547377,32.2346760234,31.8855879585,43.1201119834,21.0045578541,16.5457445285,18.7747243227,22.5539280287,22.9118423632,38.5729298408,19.5599268897,23.3743086112,61.544449058,43.4759484824,17.9202447749,17.2489458598,21.0568737892,20.804339271,17.7073218318,18.1000249901
Apoc3,23.5731394251,18.5370506744,27.0942409427,28.9778131886,27.4454113327,25.1476341507,24.8722766115,28.974852476,32.7293401878,26.3264181924,22.1580762922,23.86121184,23.4157475869,26.2939335513,25.1825961624,28.3677380407,28.2628722146,26.3678210751,26.2713132627,21.1914521486,805.445675667,23.6716671697,29.8212575768,20.5016935407,21.5140307818
Il5ra,21.4215048565,18.5361809487,265.8819336991,18.2557552036,43.0735938896,15.0465409815,17.7989703126,20.2421451595,18.0153925008,15.7423117402,14.9089239567,14.9199586414,15.7751340922,15.5779017754,17.6264928891,16.3388037731,16.3000979609,14.3935498848,18.3213830322,16.191806288,15.4810260465,17.5283452803,15.4741981672,17.4147420249,16.3753696813
Abcc2,20.9511688326,18.4637552608,337.9536771343,20.3598197285,21.9058479781,16.7566811758,22.9466096073,21.4254780403,20.0159444627,24.7635591467,21.9730151789,22.4784672506,18.709220531,16.7716403836,18.6791318117,21.618761115,17.8780467092,17.4785136689,19.4641912267,25.5482919184,25.5262779191,18.7945506351,18.4548395556,20.6081429167,20.3865596138
Skap1,148.3345562197,18.4628404063,18.1018540398,18.4340521022,16.1157522055,17.4180935518,420.0129774168,2012.3591634128,2125.4541743658,17.9341742963,19.2070412649,18.9483304439,1276.553207552,1281.5443369942,2496.4176255574,2158.5574172165,280.2292541527,2897.5192211303,3375.1179921108,17.1105426001,1258.2429609674,1147.6024506307,1718.7001111021,15.780291671,15.254320622
Lipn,13.4702943735,18.4010144713,20.3920111497,12.2448715313,11.2322632687,14.6573904512,15.5907307074,13.2749174002,15.393564898,74.9193764472,112.7055147303,564.3690647418,12.7523828982,12.6658431776,13.3809793296,16.5524576648,13.7870271552,12.9702064208,13.5198829292,13.0895086368,13.1441538983,11.6986664096,14.1887297442,23.2947016542,23.8496953969
Trbj2-2,20.7699503451,18.25741989,23.2003226164,29.6119395618,23.0489323214,23.7129321973,365.7645343518,867.2477386672,649.4552101571,26.1575477152,28.3368958589,29.3885245198,658.5258095736,335.0168589509,1520.3560332076,1396.5437336737,211.8274668103,970.1467070542,618.0092510789,20.8855810707,372.1627628491,27.2007512955,33.3329194942,25.9438721392,24.5024672447
A630023P12Rik,17.7462287009,18.2240529437,18.5776081114,147.4666900645,58.3354239142,21.0001227917,25.7600080598,271.7690457243,269.8086160712,18.9693240147,19.0624595096,15.6209131931,441.3952691527,1928.0704331933,935.9503908899,1081.2392413091,32.7524167876,1545.5578336036,282.6224139467,18.8214068751,22.0936833085,21.473910568,20.7235779426,16.1692131141,16.2223655744
Cdh17,18.7368068146,18.1104309136,308.1038855003,373.1515536118,69.3783117778,49.8010852757,14.1451375461,18.7149792625,17.6147192198,15.2165023221,16.876973847,14.0240646949,20.7042756465,15.5983534244,18.3698826335,21.1316200284,29.9859243125,72.0763662501,83.3098542187,21.5675866123,204.138574306,27.5517296012,22.6066331973,36.5101123346,34.4735337446
Il12b,16.8283457645,18.0735631795,16.9448507503,19.8906609714,18.8974127271,19.2599815199,16.8268940063,20.6176046831,19.1682435066,17.8303925678,666.9992046322,18.0755612502,18.3936160625,15.8681944343,16.9233862165,17.7246893098,14.7563687989,17.4242703531,18.0450560539,14.7377922113,16.3004715001,17.022766442,17.7839699262,6556.8441373689,75.9312096019
Klre1,17.3558218928,18.0439711522,19.6697488013,16.4347393013,14.574847285,14.0014884885,320.510891794,48.6056734236,989.6972834921,19.1266989351,17.4621158889,16.6966065092,19.8396796248,22.5995862948,26.3070038871,19.5252855347,37.5327848888,18.9297462158,14.9200609489,18.495436959,23.7697644107,3241.2061770746,1949.3661801064,16.1125617869,18.0153235812
Pglyrp2,13.3244736937,17.9758271732,21.2111848845,108.3560322707,86.1504928235,15.5564402644,79.2465577237,354.1639970728,519.747318638,15.8679595211,17.6350640574,15.1907054264,262.4978892934,426.9845209023,534.0382574994,363.2629421788,28.9064460914,614.3541851991,1284.6765767376,14.5314165077,398.6543247261,551.7796346895,368.6424803921,15.9264703305,15.2610841419
Foxp3,18.8109165774,17.9750995242,15.3011263616,21.3738506969,31.7296259398,23.3661874554,14.8134275945,20.1541438248,18.1917826726,20.8287807137,18.2997408411,18.784719084,1241.4963186241,724.3858654588,51.7859797715,305.7496270953,16.6325699159,20.8320711851,21.683725028,18.5278704156,18.4321338968,17.3938317389,17.3006104684,19.997459325,19.3591175095
Il2ra,33.4346121807,17.9470475681,15.4396958069,18.5202897989,17.7033925692,18.8726302403,820.9688922811,16.9731749347,19.7556450963,17.4141002503,18.8790312645,15.9093965075,1371.3905943087,59.7490345267,35.777963741,60.0523360603,3404.6388272921,779.472799169,2921.6172411836,14.3488569225,17.1666191892,18.2790667837,28.2575259114,313.7502696161,45.307662074
Txk,314.0725757461,17.5850320974,27.7157306529,19.2247076072,28.4236169838,17.2602709652,327.0063117979,655.9435725786,599.3657700928,18.4811871802,20.564052009,18.8522299637,305.7223731359,156.7150630528,909.6348988953,157.4762288299,24.8061072071,297.2813299037,34.9882984278,17.4341663197,2114.3042974047,1362.4253830331,1758.6202333999,19.8020675214,20.2170584532
Ccl12,22.9717776006,17.4439120268,44.3428701705,14.8777685491,15.7391166899,13.8541846374,15.0067278116,14.2935911645,15.3598702134,28.6736867274,4231.9177853292,105.3893568358,14.8652932466,14.7915579994,15.9458555756,15.8306109327,16.0196781047,17.6063892342,13.6149433402,13.9737514382,14.7662601349,18.0377607364,17.4038483083,870.939518441,28.5021891618
Tnfsf4,91.6507827314,17.3661127944,37.0859086567,25.7636155378,29.1324237895,19.4423373152,276.4042381059,27.0457347309,36.5821133408,19.2463432831,52.6505166776,17.8411437784,74.5431626165,29.4429184319,23.9877731488,33.1351094651,625.3736520586,124.2420512851,30.7161025305,23.0499479251,25.7833386963,24.3539579904,30.1034015809,735.4575931339,253.9874878077
S1pr5,15.2187924037,17.3272891121,15.8028297382,16.9621333565,15.6688105614,16.0477211478,19.7418806582,31.66056107,303.2064272051,15.5318261617,16.0322902383,15.829432296,17.8572631146,120.4533365108,47.0277853003,16.311679989,18.363617327,16.8362316561,16.7792596343,769.3214393713,15.9733888411,3529.3558238442,501.2468752689,14.5630414965,14.8837868612
Gpr34,536.302546836,17.2287948045,438.9124902139,139.972646671,15.1115556094,13.890171128,38.6107520049,240.8318039167,36.2726828646,120.5851143705,9.8327716998,33.8643910682,65.5545425721,17.1103765956,135.4050845244,23.2250124171,18.5178159453,63.0258091475,216.9680695099,11.984421534,1380.6980751379,18.2471367665,53.0206216882,13.2611479408,65.1430520695
Gm5547,201.8393952924,16.9843346399,40.9611197564,50.6288243626,22.9410749542,554.0569325189,50.37648536,353.1044124441,440.7892788936,85.9410422662,27.7325081564,50.8954972375,67.1240353209,94.6742540353,203.6654145618,288.674832144,22.3608257343,365.8480967614,287.3424262121,219.233777202,156.7275465706,260.0013640646,94.126439878,18.5054189889,37.579748351
4930426D05Rik,15.5225991529,16.8541963604,14.9982595882,831.1105377312,491.6051322218,18.2108866854,14.3275039966,15.4576992444,19.522473366,16.6914350397,15.7607455247,16.8528530922,14.8314839602,15.5196974724,15.8561081598,17.1685842794,16.8111465208,16.3113198992,14.4371597232,16.798771009,17.3081575394,26.7658398269,15.9078267162,16.7464812671,16.706591363
Clnk,346.3979550643,16.8064298821,18.0618276092,21.0729213188,23.6965651,17.8444930272,20.615098349,15.8798839334,36.3842925618,18.2933593906,13.8465666105,16.9488274198,21.5709427966,17.6393345702,18.3087459395,18.1419294061,19.0459582803,17.6660335589,23.224257697,18.253788082,863.1326038114,539.8490992768,1061.1699408102,18.5782784762,18.4149158528
Nlrc3,93.9132972545,16.6837904604,16.8830748188,373.5756270663,232.7540704271,15.407575162,116.253466615,790.5279478054,714.2345260433,40.7429659153,19.9674709144,28.1902112884,188.4957230561,1029.7781950626,471.0926383146,319.4649392089,58.0656798546,292.5716498591,277.0569086739,16.7043170516,436.5692670648,619.2676471494,488.776484625,12.9857285905,14.0887521293
Trbv14,19.4874161591,16.6304978622,17.0695403079,21.3286142702,19.5514014986,15.9355830963,273.5785347162,899.6573954413,636.8145170127,15.0982340222,17.2944391805,14.8749502247,214.1951287328,58.3548061125,602.1248633315,408.5301477594,66.6515142608,498.4481927417,293.6660108137,19.1238876043,20.1593972462,17.040540263,16.9655994715,17.0580753063,17.5471576289
Cyp3a11,16.8966409154,16.5537372173,14.4132773696,20.9477805709,25.0162588872,24.8556835746,11.9699719818,14.7846930102,13.7557217216,16.8589569566,14.6887356674,17.3238493179,18.0919467004,14.7823601731,16.0344884759,15.7200595205,15.9400306795,16.3851864005,12.4995502801,18.2368291664,1037.2677372056,12.5649860821,14.0973101359,43.4343792144,32.7570703622
P2ry14,1368.9250722234,16.5100951388,2670.2025616096,17.0832013563,15.4790065893,50.9004499619,22.3240140292,18.6398060724,19.5852878358,417.3457876458,1220.8472295063,261.6050253711,20.4574812832,17.0882463283,34.0526462548,16.9856243151,95.3617554383,42.3981069813,541.5952358015,19.2031907922,14.7361895016,215.4400391662,1596.2186148771,3097.0219370706,1024.7664199312
Khdc1b,13.0719448702,16.3965283971,14.1725938696,30.5333721968,17.0134035372,24.1114699779,26.801170346,15.8132651786,15.6322487115,16.9665381866,11.2789383165,13.3745921191,15.4357320636,17.7600979397,20.7833799159,21.0571218029,14.7244564728,19.7730521952,12.0470419246,20.8391639849,21.9727409927,1364.8200182917,511.4023077884,31.635422402,24.6265847702
Trat1,15.9916037877,16.1421034202,17.3685968798,16.5491441057,14.860103601,16.3849754001,17.2970330303,98.5877944461,44.5456087115,16.1335599499,14.6286532992,16.2875859886,129.1837027501,235.6656454395,597.1176432427,215.9893684499,18.8851348744,102.4746785515,167.9150294095,13.6478549761,93.4078585741,19.8741990701,16.3665897758,14.7191124315,15.3835743144
Pth,16.4561768273,16.0822589179,14.6176949847,14.8503740884,13.8316352468,16.9547034708,14.1734591667,14.7941296725,14.4886486853,17.3761276497,15.8063969878,14.8818468039,15.6133722979,11.699766132,12.8526086751,13.9983136859,16.0633076823,15.0347713027,1662.6283614051,14.8414933063,15.4413358763,13.0106541468,13.8758006475,15.4325981283,14.5368300979
Kynu,16.6859556897,16.0715751086,24.531772387,370.4379859969,250.8179580932,17.3503763973,18.9036539798,18.1151633421,16.9535072456,24.8337677896,384.9292376872,37.552161654,31.5508914398,15.5414964686,17.3336745352,16.8468023845,15.3406910269,16.2692190812,13.7373527292,31.3143372271,15.1340502655,16.461715656,14.8447309336,397.3167345324,305.4238652748
Gpr171,878.0832844873,16.0689088847,124.2665309808,202.6353427414,248.0095340753,80.502016744,1044.9538375637,713.7294803765,824.2481909538,12.5536358608,12.9181587367,12.2421130902,174.9863402571,181.4961939642,654.7539384595,471.211172849,1379.7123880123,1343.360487953,1652.844526714,13.8694204361,2390.7545206005,861.7732247186,1585.0184414124,153.7099256065,202.8803261821
Cd28,17.8576834883,16.0107988096,66.3193455382,14.3070306746,14.6078931489,746.5659102746,782.5010108839,901.9407574897,1782.7933686671,713.2473986229,15.5426444925,399.5813328239,894.9288642051,2617.9937154789,1550.5255634272,2959.5492910921,904.1854656163,2569.612095233,1439.2301028587,16.1992573054,15.8554969018,345.8272255342,363.203847082,25.376837811,98.9017807301
Havcr2,2038.3505662607,15.9163459835,124.528861963,18.9183378792,16.176074548,16.0638832433,112.6064707807,20.2269494319,19.8946516019,116.4836703777,51.6241335094,162.0988312307,35.4491907115,25.3861661014,18.4010644886,22.4392725687,259.2549413271,24.6983540257,51.7648436906,220.6927190554,17.3352291381,16.095087589,17.7413507746,18.6654578878,25.7319189487
Lax1,13.2101899991,15.9083135274,13.3982106702,28.0287845095,21.6247183165,34.8269221826,29.1620805803,129.7884472845,368.4809150355,13.5666735058,14.4437761132,14.3741331273,77.8216840491,73.2907437293,81.0042847701,239.0517181251,18.6068137425,76.7976988335,28.2812252838,11.4313981433,74.1799437431,188.3796430664,182.8154337042,12.3657774873,12.4009513363
Fabp1,15.952590615,15.7735107734,15.6494341673,12.6571758204,14.3077572491,13.9317318534,16.5751074385,15.9998389946,16.9448755516,13.2812958848,15.3950710216,14.5677573951,15.1338782164,15.2411111298,14.8393637159,15.5474795107,16.1494585768,16.9624758104,16.7629208647,15.2986149537,1025.1272271709,15.0102134992,15.8247793353,15.441990082,15.8739519796
Dppa3,20.4502951448,15.7104929764,34.3132268853,13.7844285496,17.1504408253,13.5555706889,16.0962000375,16.5469953463,16.9284117891,94.3799014212,71.0829654963,56.2850986643,20.1660558676,15.6393709934,17.1085855014,20.1618573781,16.0998124348,18.7549748291,19.7850208872,17.8871296979,13.8006573071,26.5269866151,19.9487631946,16.1839254731,22.6372026137
Il10,13.707357148,15.7056118352,17.0282487662,15.2045212576,12.7680285621,20.1931147228,22.5323410435,17.5497319809,15.8929185774,29.9509413755,228.248781421,34.5560076117,35.1586205724,15.7718692811,14.7346806105,132.6145404568,130.5690237338,26.1825621366,2249.2411795352,12.3241899046,15.0683924535,13.4803358126,11.874720861,194.4600293956,14.6720733984
Klk1b11,16.2726660854,15.5661373481,85.3932039582,12.6918313841,13.0011389588,13.1124561892,16.012871678,18.5639950538,17.3728809541,23.6975191607,19.1644554845,24.1587037018,17.4725967448,37.9354852847,21.9522681421,27.7611624607,17.4695584982,19.2253980987,17.2048249464,16.1784801858,18.9820263624,18.6706129634,15.8627869904,2018.2029356122,3311.1110106402
Il5,18.2387931572,15.411515165,16.5294791519,15.5103313094,15.7299023641,16.3119578237,15.045042665,15.1425204724,14.9227303209,15.3456369721,14.1259666749,14.3040130901,14.5693385928,15.4700352626,16.3432601189,14.9019020194,14.1504611048,17.2913953284,1148.9365650595,15.2294411762,15.7853676567,16.0749772291,14.7395278839,15.2912617383,15.636624469
Klra7,12.2249904936,15.3019562924,12.1209881435,12.5417634622,12.2799661905,12.3356256479,849.6844594559,30.7372114462,2321.1963301732,12.1090992455,11.9880493181,11.9601990833,15.3073465615,10.9736926334,11.7262987112,13.1440047104,59.022872728,11.3827390994,11.9619911564,13.3025862505,12.1017934506,5190.7407622511,4402.1447228279,13.4703434715,12.4224679147
1810073O08Rik,18.9505730018,15.0525563497,16.6809641864,21.5072349504,23.6366354522,18.0471088591,23.8396440049,18.7168537805,17.9695895352,19.5388919055,17.3605340966,18.1518047773,31.5746308732,14.932455121,17.7626617571,25.5182196255,14.9442055704,47.8210414893,18.924309967,14.3021332006,14.2217411166,14.3367255406,14.7769560785,16.9644291021,21.0475084622
Trbv29,13.6168319482,14.9709119254,15.8347201421,14.2286751956,14.459637904,12.9850929066,226.5437912188,630.6981837687,397.3899962174,13.63203303,15.038754989,15.3724906855,94.4076231327,46.8329839346,244.0465176173,222.9268580146,39.3729125213,321.89470814,91.7430235801,13.3121017026,39.4301849634,15.7598834158,15.4814027251,12.1964662972,12.9328938579
Art2a-ps,15.4120740535,14.8378831393,13.4385926245,15.9064968687,13.0743903917,14.0660108499,13.1944612432,13.1541624894,14.4219338681,17.832445926,15.4110215624,17.0819095442,26.6090145646,18.1940926141,19.9363420062,392.4096335833,13.5200010946,14.3173148177,17.2273947294,14.7016952383,764.0743360429,12.8876818196,12.9278933332,14.7227867275,16.2905578933
Gm8369,13.3157708063,14.753816904,9.830761413,828.1263404241,1606.516487586,15.7483352473,410.1996057571,631.8740826698,536.0362177644,17.1394054669,69.6169989188,13.4941744968,178.7937563299,357.9754451378,353.2740392168,709.2317771527,251.7407329819,165.7278780589,39.6996701124,46.5860516949,11.5125572542,71.7071732741,24.4012033085,20.011923055,11.4193954531
